;ETF1;ETF2
09/11/2011;133.5;13.561
10/11/2011;127.1;12.901
11/11/2011;128;12.92
14/11/2011;129.3;13.717
15/11/2011;129.1;13.542
16/11/2011;125.8;12.92
17/11/2011;125.2;12.687
18/11/2011;122.2;12.026
21/11/2011;120;11.638
22/11/2011;120.6;11.579
23/11/2011;119;11.366
24/11/2011;119.1;12.007
25/11/2011;118.2;11.851
28/11/2011;122.4;12.59
29/11/2011;123;12.92
30/11/2011;122.3;12.531
01/12/2011;129.9;14.183
02/12/2011;132.6;14.28
05/12/2011;133.3;14.494
06/12/2011;130.5;13.658
07/12/2011;132;13.95
08/12/2011;131.2;13.911
09/12/2011;127.3;13.347
12/12/2011;127;13.231
13/12/2011;126.5;13.173
14/12/2011;125.1;13.037
15/12/2011;122.6;13.192
16/12/2011;124.9;13.911
19/12/2011;123.6;13.445
20/12/2011;122.7;12.978
21/12/2011;125.2;13.445
22/12/2011;125.5;13.425
23/12/2011;126.1;13.814
26/12/2011;126.1;13.814
27/12/2011;126.1;13.814
28/12/2011;125.2;13.406
29/12/2011;124.3;12.745
30/12/2011;124.1;12.609
02/01/2012;124.1;12.609
03/01/2012;126.3;12.59
04/01/2012;125.8;12.434
05/01/2012;124.9;12.123
06/01/2012;122;12.046
09/01/2012;122.2;12.376
10/01/2012;123.2;12.667
11/01/2012;123;13.075
12/01/2012;123.9;13.153
13/01/2012;123.3;13.347
16/01/2012;122.1;13.192
17/01/2012;127.3;13.736
18/01/2012;128.4;14.027
19/01/2012;130.7;14.416
20/01/2012;131.7;14.727
23/01/2012;131.7;14.727
24/01/2012;131.7;14.727
25/01/2012;131.7;14.727
26/01/2012;134.2;15.057
27/01/2012;134.3;14.552
30/01/2012;131.6;14.105
31/01/2012;134.6;14.047
01/02/2012;134.4;14.299
02/02/2012;136.9;14.513
03/02/2012;137;14.533
06/02/2012;137.7;14.202
07/02/2012;135.8;14.066
08/02/2012;140;14.805
09/02/2012;144.1;15.057
10/02/2012;141.5;14.882
13/02/2012;141.6;14.163
14/02/2012;141.5;14.669
15/02/2012;147.1;15.038
16/02/2012;145;14.882
17/02/2012;145.7;15.329
20/02/2012;145.9;15.523
21/02/2012;146.4;15.504
22/02/2012;145.6;15.931
23/02/2012;144.5;15.893
24/02/2012;144.5;16.048
27/02/2012;142.4;15.757
28/02/2012;144.7;16.203
29/02/2012;144.6;15.795
01/03/2012;142.3;14.921
02/03/2012;143.1;15.407
05/03/2012;141.3;15.329
06/03/2012;137.1;15.038
07/03/2012;135.5;14.941
08/03/2012;136.8;15.115
09/03/2012;137.2;15.154
12/03/2012;137.4;15.018
13/03/2012;138.9;15.387
14/03/2012;139;15.329
15/03/2012;139.9;14.921
16/03/2012;140.5;14.222
19/03/2012;137.9;14.474
20/03/2012;135.9;14.358
21/03/2012;133.4;14.397
22/03/2012;134.2;14.377
23/03/2012;131.6;14.222
26/03/2012;131.8;14.202
27/03/2012;134.3;14.533
28/03/2012;133.2;14.435
29/03/2012;132;14.241
30/03/2012;130.5;14.338
02/04/2012;129.2;14.61
03/04/2012;130.9;15.387
04/04/2012;130.9;15.387
05/04/2012;130;15.504
06/04/2012;130;15.504
09/04/2012;130;15.504
10/04/2012;128.5;15.446
11/04/2012;128.2;15.251
12/04/2012;129;15.387
13/04/2012;131.4;15.757
16/04/2012;130.9;15.854
17/04/2012;129.5;15.562
18/04/2012;129.6;15.543
19/04/2012;129.9;15.621
20/04/2012;128.8;15.776
23/04/2012;127.7;15.465
24/04/2012;127.7;15.349
25/04/2012;125.4;15.718
26/04/2012;124.5;16.029
27/04/2012;122.8;16.145
30/04/2012;124.1;16.339
01/05/2012;124.1;16.339
02/05/2012;125.5;16.553
03/05/2012;125.3;16.903
04/05/2012;124.1;16.573
07/05/2012;121.7;16.048
08/05/2012;121.2;15.893
09/05/2012;118.9;15.562
10/05/2012;117.2;15.543
11/05/2012;115.3;15.64
14/05/2012;113.9;15.601
15/05/2012;115.6;15.543
16/05/2012;111.2;14.941
17/05/2012;110.8;14.805
18/05/2012;109.6;14.377
21/05/2012;111.1;14.63
22/05/2012;112.8;15.193
23/05/2012;110.3;15.251
24/05/2012;109;15.251
25/05/2012;110.3;15.31
28/05/2012;109.5;15.931
29/05/2012;112.8;16.456
30/05/2012;111.2;16.456
31/05/2012;109.6;15.757
01/06/2012;106.6;15.31
04/06/2012;101.5;14.979
05/06/2012;103.9;14.863
06/06/2012;106;15.213
07/06/2012;108.4;15.582
08/06/2012;106.2;15.97
11/06/2012;110.8;16.437
12/06/2012;111;16.67
13/06/2012;110.8;16.981
14/06/2012;109.5;16.728
15/06/2012;112.4;17.214
18/06/2012;107.4;17.68
19/06/2012;109.9;17.097
20/06/2012;109.7;16.786
21/06/2012;108.7;16.126
22/06/2012;108.7;16.281
25/06/2012;108.6;16.32
26/06/2012;109.1;16.709
27/06/2012;109.2;17.427
28/06/2012;106.9;17.039
29/06/2012;110;17.466
02/07/2012;110;17.466
03/07/2012;109.9;17.641
04/07/2012;110.3;17.486
05/07/2012;110.1;17.719
06/07/2012;109;18.574
09/07/2012;107.7;17.952
10/07/2012;107;17.913
11/07/2012;106.6;17.835
12/07/2012;104;17.641
13/07/2012;102.4;17.758
16/07/2012;102.5;17.719
17/07/2012;103.4;18.01
18/07/2012;101.8;17.291
19/07/2012;105.3;17.058
20/07/2012;103.2;16.611
23/07/2012;102;16.65
24/07/2012;101.5;16.456
25/07/2012;101.6;16.495
26/07/2012;100.3;16.981
27/07/2012;101.8;17.447
30/07/2012;104.6;17.505
31/07/2012;104.2;17.816
01/08/2012;105.4;17.797
02/08/2012;105.4;17.194
03/08/2012;105.3;17.486
06/08/2012;107.1;17.641
07/08/2012;108.1;17.525
08/08/2012;109.1;17.175
09/08/2012;108.8;17.563
10/08/2012;106.9;17.563
13/08/2012;106.8;17.175
14/08/2012;107.6;17.039
15/08/2012;106.4;17.117
16/08/2012;105.9;17.175
17/08/2012;108.9;17.563
20/08/2012;109.7;17.816
21/08/2012;107.7;17.797
22/08/2012;106.4;17.602
23/08/2012;107.8;18.069
24/08/2012;106.9;17.758
27/08/2012;106.1;17.68
28/08/2012;104.8;17.389
29/08/2012;104.6;17.408
30/08/2012;103.8;17.194
31/08/2012;103;17.019
03/09/2012;103;17.641
04/09/2012;103;17.291
05/09/2012;102;17.233
06/09/2012;101.6;17.369
07/09/2012;106.7;17.835
10/09/2012;107.7;17.933
11/09/2012;108.4;18.127
12/09/2012;108.6;18.418
13/09/2012;109.7;18.807
14/09/2012;118;19.137
17/09/2012;120.9;18.787
18/09/2012;117.5;19.001
19/09/2012;121.7;19.137
20/09/2012;118.7;18.923
21/09/2012;119.3;18.787
24/09/2012;118.9;18.574
25/09/2012;115.8;18.613
26/09/2012;113.1;18.651
27/09/2012;114.5;18.904
28/09/2012;117.2;19.157
01/10/2012;117.2;19.157
02/10/2012;117.2;19.157
03/10/2012;116.9;19.157
04/10/2012;117.4;18.962
05/10/2012;117.3;19.234
08/10/2012;116.2;18.651
09/10/2012;117;18.515
10/10/2012;117;18.457
11/10/2012;116.9;18.593
12/10/2012;117.5;18.807
15/10/2012;117.4;18.826
16/10/2012;116.8;19.254
17/10/2012;118;19.37
18/10/2012;121.4;19.769
19/10/2012;121.3;19.671
22/10/2012;125.6;19.623
23/10/2012;125.6;19.623
24/10/2012;129.2;19.215
25/10/2012;128.4;19.312
26/10/2012;125.9;19.331
29/10/2012;126.9;19.098
30/10/2012;125.6;19.409
31/10/2012;127.9;19.72
01/11/2012;128.6;20.011
02/11/2012;131.5;20.934
05/11/2012;132.8;21.031
06/11/2012;129.6;20.837
07/11/2012;132.1;20.886
08/11/2012;127.1;20.4
09/11/2012;126.6;20.157
12/11/2012;126.2;20.157
13/11/2012;123.7;19.963
14/11/2012;124.5;20.497
15/11/2012;122.1;20.06
16/11/2012;123;20.157
19/11/2012;124.1;20.157
20/11/2012;122.9;20.109
21/11/2012;125.7;20.643
22/11/2012;127.3;21.08
23/11/2012;128;21.711
26/11/2012;127.1;21.954
27/11/2012;125.6;22.003
28/11/2012;124.3;21.614
29/11/2012;124.8;21.857
30/11/2012;123.8;22.294
03/12/2012;122.7;21.711
04/12/2012;123.2;21.76
05/12/2012;126.8;22.003
06/12/2012;127.1;22.44
07/12/2012;127.4;22.974
10/12/2012;126.7;22.634
11/12/2012;126.9;22.537
12/12/2012;129.8;23.169
13/12/2012;131;22.731
14/12/2012;132.2;23.023
17/12/2012;130.6;22.731
18/12/2012;130.6;22.294
19/12/2012;131.4;22.44
20/12/2012;130.8;22.926
21/12/2012;130;22.586
24/12/2012;130.7;22.586
25/12/2012;130.7;22.586
26/12/2012;130.7;22.586
27/12/2012;131.8;22.489
28/12/2012;131.9;22.294
31/12/2012;131.9;22.44
01/01/2013;131.9;22.44
02/01/2013;141.9;23.314
03/01/2013;139.8;23.654
04/01/2013;142.6;23.994
07/01/2013;145.1;24.577
08/01/2013;143.1;24.237
09/01/2013;145.4;24.529
10/01/2013;147.4;24.14
11/01/2013;144;23.897
14/01/2013;146.9;24.577
15/01/2013;148.9;24.286
16/01/2013;149.9;24.091
17/01/2013;149;24.091
18/01/2013;149.2;24.286
21/01/2013;149.2;23.994
22/01/2013;148.5;23.946
23/01/2013;147.8;23.363
24/01/2013;148.2;23.217
25/01/2013;147;23.509
28/01/2013;146.7;23.751
29/01/2013;146.6;23.703
30/01/2013;148.1;23.897
31/01/2013;147.1;23.363
01/02/2013;147.9;22.829
04/02/2013;147.9;22.537
05/02/2013;146;22.294
06/02/2013;145.2;21.663
07/02/2013;144;21.274
08/02/2013;146;21.42
11/02/2013;146;21.42
12/02/2013;146;21.42
13/02/2013;146;21.42
14/02/2013;145.7;21.954
15/02/2013;147.9;22.294
18/02/2013;147.2;22.051
19/02/2013;144.7;21.323
20/02/2013;144.9;21.08
21/02/2013;142.5;21.274
22/02/2013;141.7;21.663
25/02/2013;140.2;21.809
26/02/2013;137.8;21.76
27/02/2013;137.8;22.149
28/02/2013;139.5;22.877
01/03/2013;140.1;22.44
04/03/2013;137.6;20.837
05/03/2013;137.3;20.74
06/03/2013;137.9;21.42
07/03/2013;137.8;21.371
08/03/2013;139.7;21.76
11/03/2013;138.8;21.76
12/03/2013;137.9;21.663
13/03/2013;135.7;20.983
14/03/2013;136.4;20.983
15/03/2013;136.3;20.934
18/03/2013;133.3;20.497
19/03/2013;132.7;20.109
20/03/2013;135;20.691
21/03/2013;134.3;20.643
22/03/2013;134.5;20.594
25/03/2013;133.9;20.643
26/03/2013;133.1;20.789
27/03/2013;133.4;21.323
28/03/2013;132.2;20.789
29/03/2013;132.2;20.789
01/04/2013;132.2;20.789
02/04/2013;132.1;20.983
03/04/2013;131.7;20.983
04/04/2013;131.7;20.983
05/04/2013;127.8;20.206
08/04/2013;127.5;20.06
09/04/2013;128;20.303
10/04/2013;128.7;20.934
11/04/2013;130.1;20.983
12/04/2013;130.5;21.226
15/04/2013;128.2;20.983
16/04/2013;126.8;21.177
17/04/2013;126.2;21.469
18/04/2013;126;21.809
19/04/2013;128.4;23.071
22/04/2013;128.3;22.829
23/04/2013;126.7;22.246
24/04/2013;129.4;22.537
25/04/2013;132.5;22.829
26/04/2013;130;22.78
29/04/2013;129.3;22.877
30/04/2013;130.6;23.023
01/05/2013;130.6;23.023
02/05/2013;130.4;23.266
03/05/2013;131.3;23.169
06/05/2013;134.4;23.46
07/05/2013;135.8;23.46
08/05/2013;134.3;23.557
09/05/2013;130.7;23.266
10/05/2013;132.4;23.509
13/05/2013;130.2;22.926
14/05/2013;130.7;22.586
15/05/2013;130.7;22.294
16/05/2013;130.7;22.197
17/05/2013;130.7;22.197
20/05/2013;134.5;22.829
21/05/2013;133.1;23.314
22/05/2013;133.8;23.266
23/05/2013;130.1;22.829
24/05/2013;130.9;22.44
27/05/2013;131.2;22.537
28/05/2013;132.1;23.071
29/05/2013;130.5;22.343
30/05/2013;130.7;22.294
31/05/2013;130.8;22.489
03/06/2013;129.6;22.537
04/06/2013;129.4;22.1
05/06/2013;129.2;22.197
06/06/2013;127.6;21.566
07/06/2013;126.4;21.371
10/06/2013;126.2;21.129
11/06/2013;124.9;20.643
12/06/2013;124.9;20.643
13/06/2013;123.1;19.914
14/06/2013;123.9;20.157
17/06/2013;124.5;20.546
18/06/2013;124.1;20.206
19/06/2013;122.1;19.817
20/06/2013;121.1;18.593
21/06/2013;119.2;18.438
24/06/2013;115.9;18.146
25/06/2013;114.1;18.01
26/06/2013;116.5;18.515
27/06/2013;114.5;18.904
28/06/2013;117.1;19.769
01/07/2013;117.1;19.769
02/07/2013;117.4;19.273
03/07/2013;115.1;18.496
04/07/2013;116.1;18.962
05/07/2013;117;19.477
08/07/2013;115.5;19.409
09/07/2013;116.4;19.351
10/07/2013;116.9;19.671
11/07/2013;120.8;20.934
12/07/2013;121;20.934
15/07/2013;121.5;20.934
16/07/2013;121.7;20.74
17/07/2013;121.5;20.886
18/07/2013;120.6;20.594
19/07/2013;120.5;20.157
22/07/2013;119.9;20.06
23/07/2013;122.6;20.886
24/07/2013;122.6;21.274
25/07/2013;122.2;21.469
26/07/2013;121.6;21.469
29/07/2013;121.1;21.274
30/07/2013;120.8;21.371
31/07/2013;120.5;21.711
01/08/2013;121.2;21.809
02/08/2013;122.6;22.731
05/08/2013;122.5;22.586
06/08/2013;121.7;22.44
07/08/2013;120.5;22.343
08/08/2013;120;22.343
09/08/2013;119.4;23.023
12/08/2013;124.4;23.411
13/08/2013;126.3;23.946
14/08/2013;126.3;23.946
15/08/2013;126.5;24.14
16/08/2013;126.2;23.994
19/08/2013;125.7;23.46
20/08/2013;123.6;22.926
21/08/2013;122.5;22.489
22/08/2013;123.1;22.44
23/08/2013;122.4;22.489
26/08/2013;123.6;22.731
27/08/2013;121.2;22.489
28/08/2013;119.1;21.857
29/08/2013;119.4;22.149
30/08/2013;119;22.44
02/09/2013;121.6;22.926
03/09/2013;123;23.023
04/09/2013;124.8;22.731
05/09/2013;126.3;22.78
06/09/2013;125.9;22.489
09/09/2013;125.8;22.44
10/09/2013;127;23.12
11/09/2013;126.9;23.169
12/09/2013;126.6;23.314
13/09/2013;127.8;22.974
16/09/2013;129.2;23.217
17/09/2013;129;23.266
18/09/2013;129.5;23.12
19/09/2013;130.4;23.363
20/09/2013;130.4;23.363
23/09/2013;129;23.217
24/09/2013;127.9;22.78
25/09/2013;126.4;22.78
26/09/2013;125;22.537
27/09/2013;125.6;22.391
30/09/2013;124.3;22.197
01/10/2013;124.3;22.197
02/10/2013;123.9;22.197
03/10/2013;126.1;22.44
04/10/2013;126.1;22.537
07/10/2013;125.6;22.149
08/10/2013;127.3;22.877
09/10/2013;127;23.12
10/10/2013;126.9;23.411
11/10/2013;127.7;23.654
14/10/2013;127.7;23.654
15/10/2013;127.6;24.043
16/10/2013;126.6;23.703
17/10/2013;125.9;23.606
18/10/2013;125.9;23.606
21/10/2013;125.9;23.557
22/10/2013;125.9;23.363
23/10/2013;125.1;22.974
24/10/2013;123.8;22.489
25/10/2013;123.8;22.537
28/10/2013;123.5;22.731
29/10/2013;123.7;22.974
30/10/2013;126;23.169
31/10/2013;125;23.314
01/11/2013;125.4;23.12
04/11/2013;125.7;22.829
05/11/2013;125.1;22.537
06/11/2013;125.9;22.44
07/11/2013;124.6;22.537
08/11/2013;124;22.343
11/11/2013;124.6;22.586
12/11/2013;124;22.44
13/11/2013;123.2;22.003
14/11/2013;123.4;22.197
15/11/2013;125.1;22.829
18/11/2013;130.9;23.606
19/11/2013;134.8;23.363
20/11/2013;138.9;23.8
21/11/2013;137.7;23.169
22/11/2013;137.3;23.266
25/11/2013;136.7;23.071
26/11/2013;136.2;22.877
27/11/2013;137.7;22.78
28/11/2013;136;23.169
29/11/2013;136.1;23.411
02/12/2013;137.8;23.12
03/12/2013;137.9;22.877
04/12/2013;136.8;22.634
05/12/2013;136.4;22.537
06/12/2013;136.8;22.391
09/12/2013;137.9;22.294
10/12/2013;136.6;22.197
11/12/2013;133.5;21.906
12/12/2013;133;22.003
13/12/2013;133.9;21.954
16/12/2013;133.4;21.711
17/12/2013;132;22.003
18/12/2013;131.8;22.149
19/12/2013;129.3;22.003
20/12/2013;128.5;21.517
23/12/2013;128.8;21.226
24/12/2013;130.9;21.274
25/12/2013;130.9;21.274
26/12/2013;130.9;21.274
27/12/2013;130.6;21.177
30/12/2013;130;20.983
31/12/2013;129.3;21.177
01/01/2014;129.3;21.177
02/01/2014;129.9;21.274
03/01/2014;127.5;20.837
06/01/2014;126.7;20.303
07/01/2014;126.2;19.769
08/01/2014;128.7;21.08
09/01/2014;127.4;21.663
10/01/2014;127;21.663
13/01/2014;126.9;21.469
14/01/2014;126.4;21.274
15/01/2014;127.8;21.226
16/01/2014;127.7;21.226
17/01/2014;128.2;21.031
20/01/2014;127.2;20.983
21/01/2014;126.9;20.886
22/01/2014;127.2;21.42
23/01/2014;125.9;21.226
24/01/2014;125.1;21.031
27/01/2014;122.6;20.497
28/01/2014;121.8;20.449
29/01/2014;122.2;20.4
30/01/2014;121.9;20.351
31/01/2014;121.9;20.351
03/02/2014;121.9;20.351
04/02/2014;121.2;19.769
05/02/2014;120.1;19.293
06/02/2014;119.8;19.72
07/02/2014;120.3;19.769
10/02/2014;121.1;19.293
11/02/2014;123.4;20.157
12/02/2014;124;21.663
13/02/2014;123.2;21.08
14/02/2014;123.5;20.983
17/02/2014;124.3;20.934
18/02/2014;123.5;20.691
19/02/2014;123;20.983
20/02/2014;121.8;20.594
21/02/2014;122;20.4
24/02/2014;120.8;19.671
25/02/2014;121;19.623
26/02/2014;120.8;20.303
27/02/2014;121.1;20.011
28/02/2014;120.4;20.254
03/03/2014;119.8;19.477
04/03/2014;119.8;19.671
05/03/2014;119.7;19.429
06/03/2014;119.4;20.4
07/03/2014;119.5;19.963
10/03/2014;119;19.477
11/03/2014;119.5;19.059
12/03/2014;118.6;19.04
13/03/2014;117;18.263
14/03/2014;115.5;18.379
17/03/2014;114.7;17.991
18/03/2014;115.6;17.758
19/03/2014;115.3;17.835
20/03/2014;113.2;17.641
21/03/2014;114.5;18.885
24/03/2014;116.6;19.351
25/03/2014;116;18.904
26/03/2014;117.8;18.923
27/03/2014;117.7;18.846
28/03/2014;118.7;19.254
31/03/2014;117.6;19.526
01/04/2014;119.5;19.817
02/04/2014;126;20.449
03/04/2014;126.8;20.157
04/04/2014;130.5;19.963
07/04/2014;129.9;20.157
08/04/2014;131.3;20.74
09/04/2014;132.3;20.886
10/04/2014;130.9;20.4
11/04/2014;146;20.4
14/04/2014;149.8;20.303
15/04/2014;141.9;19.574
16/04/2014;144.7;19.429
17/04/2014;144.3;19.477
18/04/2014;144.3;19.477
21/04/2014;144.3;19.477
22/04/2014;143.1;19.477
23/04/2014;141;18.787
24/04/2014;141.1;18.71
25/04/2014;139.1;18.574
28/04/2014;136.8;18.127
29/04/2014;139.3;18.574
30/04/2014;139.7;18.477
01/05/2014;139.7;18.477
02/05/2014;140.5;18.36
05/05/2014;139;18.049
06/05/2014;139;18.049
07/05/2014;136.3;17.233
08/05/2014;138.6;17.233
09/05/2014;139.5;17.525
12/05/2014;141.7;17.835
13/05/2014;140.7;18.515
14/05/2014;142.4;19.273
15/05/2014;142.3;19.021
16/05/2014;141.2;18.69
19/05/2014;140.4;18.438
20/05/2014;139.6;18.127
21/05/2014;139.1;18.166
22/05/2014;140.4;18.418
23/05/2014;140.4;19.429
26/05/2014;140.5;19.351
27/05/2014;140.6;19.312
28/05/2014;144.1;19.293
29/05/2014;145;19.331
30/05/2014;144.3;19.623
02/06/2014;144.3;19.623
03/06/2014;145.6;19.293
04/06/2014;145.6;18.865
05/06/2014;146.9;18.943
06/06/2014;144.9;18.807
09/06/2014;146.4;18.865
10/06/2014;146.9;18.923
11/06/2014;147.3;18.826
12/06/2014;146.3;19.04
13/06/2014;146.3;19.293
16/06/2014;147;19.72
17/06/2014;145.4;19.526
18/06/2014;144.8;19.477
19/06/2014;144.5;18.962
20/06/2014;144.5;18.904
23/06/2014;142.5;18.632
24/06/2014;144;18.593
25/06/2014;143;18.321
26/06/2014;144;18.36
27/06/2014;143.9;18.107
30/06/2014;144.5;18.263
01/07/2014;144.5;18.263
02/07/2014;147.1;19.021
03/07/2014;149;19.351
04/07/2014;149.5;19.72
07/07/2014;154.1;20.06
08/07/2014;153.5;19.963
09/07/2014;152;19.623
10/07/2014;152.8;19.574
11/07/2014;152.5;19.574
14/07/2014;153.7;19.623
15/07/2014;153.9;19.769
16/07/2014;154.2;19.769
17/07/2014;153.6;19.72
18/07/2014;154;20.109
21/07/2014;153.7;19.963
22/07/2014;157;20.837
23/07/2014;159.1;21.76
24/07/2014;162.3;21.76
25/07/2014;163.4;21.663
28/07/2014;169;22.051
29/07/2014;174.9;22.489
30/07/2014;171.2;22.1
31/07/2014;173.5;23.12
01/08/2014;171;22.586
04/08/2014;174.1;22.78
05/08/2014;174.3;22.246
06/08/2014;174.5;22.294
07/08/2014;177.6;21.906
08/08/2014;176.7;21.857
11/08/2014;179.2;22.537
12/08/2014;179.4;22.829
13/08/2014;180.8;22.926
14/08/2014;181;22.197
15/08/2014;183.1;22.197
18/08/2014;184.5;22.149
19/08/2014;184.1;22.44
20/08/2014;184.5;22.634
21/08/2014;182.4;22.343
22/08/2014;183.7;22.44
25/08/2014;183.3;22.537
26/08/2014;179.8;22.294
27/08/2014;177.6;21.857
28/08/2014;174.8;21.177
29/08/2014;178.1;21.177
01/09/2014;175.1;21.177
02/09/2014;176.6;21.469
03/09/2014;182.9;22.294
04/09/2014;183.1;22.1
05/09/2014;181.7;21.954
08/09/2014;181.6;22.1
09/09/2014;181.6;22.1
10/09/2014;178.5;21.371
11/09/2014;179.8;21.469
12/09/2014;179.2;21.274
15/09/2014;177.3;21.08
16/09/2014;174;20.789
17/09/2014;177.5;21.129
18/09/2014;176.5;20.74
19/09/2014;178.5;20.497
22/09/2014;175.2;20.109
23/09/2014;174.8;20.109
24/09/2014;176.3;20.157
25/09/2014;175.8;20.109
26/09/2014;175.3;20.109
29/09/2014;169.7;19.72
30/09/2014;167.1;19.409
01/10/2014;167.1;19.409
02/10/2014;167.1;19.409
03/10/2014;169.9;20.594
06/10/2014;174.8;20.74
07/10/2014;173.4;20.594
08/10/2014;173.4;20.303
09/10/2014;173.8;20.691
10/10/2014;169.9;20.449
13/10/2014;172.1;20.449
14/10/2014;170.9;20.497
15/10/2014;172.5;20.691
16/10/2014;172.2;20.4
17/10/2014;173.7;20.449
20/10/2014;172.3;20.789
21/10/2014;172.9;20.886
22/10/2014;174.9;20.983
23/10/2014;174.7;20.934
24/10/2014;174.4;20.74
27/10/2014;166.2;20.74
28/10/2014;169.2;21.226
29/10/2014;169.4;21.566
30/10/2014;168.5;21.42
31/10/2014;171.9;21.857
03/11/2014;171.1;22.1
04/11/2014;173.1;22.197
05/11/2014;172.6;21.566
06/11/2014;172.2;21.469
07/11/2014;175.6;21.226
10/11/2014;183.6;21.031
11/11/2014;182.2;20.934
12/11/2014;184.5;20.934
13/11/2014;187.1;20.934
14/11/2014;186.4;20.837
17/11/2014;178.1;20.643
18/11/2014;173.9;20.254
19/11/2014;168;20.011
20/11/2014;165.8;19.769
21/11/2014;167.1;19.817
24/11/2014;169.1;22.003
25/11/2014;166.6;21.857
26/11/2014;169.8;22.149
27/11/2014;168.7;22.343
28/11/2014;168.9;22.634
01/12/2014;166.1;22.149
02/12/2014;169.6;22.683
03/12/2014;172.3;22.877
04/12/2014;174.8;23.266
05/12/2014;178;23.023
08/12/2014;183.9;22.731
09/12/2014;176.9;22.683
10/12/2014;178.6;22.44
11/12/2014;177.1;22.294
12/12/2014;175.1;22.343
15/12/2014;173.4;21.857
16/12/2014;171.1;21.08
17/12/2014;168.7;21.031
18/12/2014;169.6;21.226
19/12/2014;170.7;20.837
22/12/2014;172;20.837
23/12/2014;171.5;20.691
24/12/2014;171.3;20.837
25/12/2014;171.3;20.837
26/12/2014;171.3;20.837
29/12/2014;173;21.42
30/12/2014;171.3;22.149
31/12/2014;171.7;22.391
01/01/2015;171.7;22.391
02/01/2015;173;24.286
05/01/2015;177.3;24.529
06/01/2015;177.6;24.189
07/01/2015;179.3;24.091
08/01/2015;177.8;23.46
09/01/2015;177;23.8
12/01/2015;178.6;23.557
13/01/2015;179.4;23.46
14/01/2015;177.9;23.994
15/01/2015;178.2;24.529
16/01/2015;177.4;23.849
19/01/2015;174.7;23.023
20/01/2015;176.3;23.266
21/01/2015;177.5;23.897
22/01/2015;177.9;23.46
23/01/2015;179.3;23.849
26/01/2015;181.8;23.606
27/01/2015;180.1;23.411
28/01/2015;179.4;23.12
29/01/2015;178.3;22.246
30/01/2015;178.6;21.809
02/02/2015;179.1;22.149
03/02/2015;178.7;22.586
04/02/2015;178.3;22.78
05/02/2015;178;23.023
06/02/2015;177.7;22.294
09/02/2015;177;22.829
10/02/2015;176.5;22.489
11/02/2015;175.6;22.489
12/02/2015;176.1;22.391
13/02/2015;176.3;22.877
16/02/2015;176.7;23.023
17/02/2015;177.3;23.217
18/02/2015;177.1;22.829
19/02/2015;177.1;22.829
20/02/2015;177.1;22.829
23/02/2015;177.6;22.829
24/02/2015;177.5;22.44
25/02/2015;177.6;22.877
26/02/2015;179.9;23.266
27/02/2015;179;22.974
02/03/2015;179;23.12
03/03/2015;178.2;22.586
04/03/2015;177.3;22.343
05/03/2015;175.8;22.294
06/03/2015;176.1;22.149
09/03/2015;176.3;21.906
10/03/2015;175.8;21.517
11/03/2015;175.3;21.371
12/03/2015;175.6;21.129
13/03/2015;175.1;21.177
16/03/2015;175;21.129
17/03/2015;175.3;21.177
18/03/2015;175.9;21.031
19/03/2015;176.4;21.614
20/03/2015;176.9;21.566
23/03/2015;182;22.246
24/03/2015;180.8;22.877
25/03/2015;179.8;23.411
26/03/2015;178.3;23.411
27/03/2015;178.8;24.237
30/03/2015;193;25.257
31/03/2015;190;24.334
01/04/2015;195.5;25.111
02/04/2015;196;25.403
03/04/2015;196;25.403
06/04/2015;196;25.403
07/04/2015;196;25.403
08/04/2015;220;26.86
09/04/2015;239.6;28.609
10/04/2015;249;28.463
13/04/2015;297.4;28.609
14/04/2015;285.6;27.637
15/04/2015;285.2;27.831
16/04/2015;286.4;28.317
17/04/2015;283.6;29.094
20/04/2015;272.6;27.977
21/04/2015;286.6;28.026
22/04/2015;294.4;29.531
23/04/2015;296.8;29.531
24/04/2015;296;29.871
27/04/2015;298.6;30.551
28/04/2015;297.8;30.357
29/04/2015;293.6;30.114
30/04/2015;296.6;31.523
01/05/2015;296.6;31.523
04/05/2015;294;31.037
05/05/2015;289.2;29.823
06/05/2015;286;28.609
07/05/2015;280.2;27.977
08/05/2015;283.8;28.56
11/05/2015;289.2;29.726
12/05/2015;284;28.657
13/05/2015;278.8;27.977
14/05/2015;275.8;28.22
15/05/2015;289.6;28.706
18/05/2015;286.4;27.977
19/05/2015;288.8;28.171
20/05/2015;288.4;27.88
21/05/2015;288.6;27.686
22/05/2015;293.6;28.609
25/05/2015;293.6;28.609
26/05/2015;309.4;29.24
27/05/2015;305.8;28.754
28/05/2015;300.2;27.929
29/05/2015;298.4;27.297
01/06/2015;302;28.026
02/06/2015;296.8;27.54
03/06/2015;294.4;27.346
04/06/2015;294;27.54
05/06/2015;292;27.589
08/06/2015;293.6;28.123
09/06/2015;289.2;27.589
10/06/2015;285.6;26.811
11/06/2015;286.2;26.811
12/06/2015;296.6;27.783
15/06/2015;287.6;27.443
16/06/2015;283;27.297
17/06/2015;285.4;27.2
18/06/2015;283.6;27.151
19/06/2015;283.2;26.666
22/06/2015;283.6;26.86
23/06/2015;286.6;27.249
24/06/2015;286.8;27.346
25/06/2015;286;27.54
26/06/2015;284.2;27.054
29/06/2015;275;26.229
