Dates;DMEquitiesCAD;DMEquitiesFRF;DMEquitiesDEM;DMEquitiesJPY;DMEquitiesCHF;DMEquitiesGBP;DMEquitiesUSD;DMEquitiesEUR;DMEquitiesNDQ;DMFXEUR;DMFXGBP;DMFXJPY;DMFXCHF;BondsDEM;BondsFRF;BondsGBP;BondsUSD
12/02/2004;0.900910087;0.584463615;0.531872621;0.613284205;0.762469824;0.581763484;0.724067769;0.581319374;0.344527403;1.278662292;1.239546572;0.842392261;1.211652463;1.158227972;1.179101895;1.05099869;1.255168067
13/02/2004;0.898135739;0.58016195;0.522715789;0.621015871;0.760512507;0.585374866;0.720734737;0.57488919;0.341656992;1.275421691;1.237401763;0.842314961;1.205919177;1.15964502;1.180526079;1.051915018;1.258667707
16/02/2004;0.902396345;0.584302805;0.525938229;0.622505457;0.760512507;0.585239439;0.722180543;0.57991269;0.342459666;1.274873399;1.238665567;0.842158127;1.20763849;1.159267349;1.180022137;1.051141196;1.258691437
17/02/2004;0.907013653;0.588584369;0.530011477;0.627612613;0.764557521;0.592853435;0.727592723;0.584332955;0.346134753;1.278713396;1.246681604;0.838739863;1.211626631;1.161420232;1.18229932;1.051965584;1.258883172
18/02/2004;0.899998516;0.588745179;0.530777205;0.628463805;0.758164049;0.590716701;0.724195717;0.584332955;0.346937427;1.279261943;1.24892962;0.835388125;1.211487863;1.161934458;1.182879571;1.049634158;1.258708522
19/02/2004;0.897026;0.597067092;0.534839818;0.631442979;0.764557521;0.600663048;0.721739125;0.590965951;0.341771088;1.264351639;1.238982437;0.827332291;1.196644541;1.157945498;1.178905456;1.045607986;1.258716115
20/02/2004;0.890367565;0.592946338;0.526012674;0.631442979;0.759208702;0.600527621;0.719474454;0.585339215;0.340624124;1.253928392;1.226212609;0.815477901;1.186022712;1.157560804;1.178384892;1.045725975;1.25452547
23/02/2004;0.889436176;0.592222693;0.524981068;0.637117596;0.764427141;0.600873712;0.717209783;0.584132743;0.336720846;1.252780458;1.224722673;0.819923824;1.184757488;1.157695798;1.178568487;1.044877836;1.258899308
24/02/2004;0.888881307;0.584925944;0.515239305;0.626406756;0.754772547;0.597457947;0.716205395;0.576295874;0.336032267;1.263802208;1.237335557;0.820683668;1.198262685;1.161904026;1.182967214;1.049211238;1.261238096
25/02/2004;0.892210524;0.588021535;0.51614329;0.625839295;0.755033308;0.600332005;0.719033035;0.579309454;0.337983906;1.251183252;1.235060523;0.816945879;1.185341434;1.161921973;1.183278494;1.050305315;1.262599225
26/02/2004;0.902217994;0.589609532;0.51807888;0.633287229;0.754120645;0.600798475;0.719160982;0.581722398;0.338786581;1.238961689;1.219661957;0.809090265;1.173897157;1.161840041;1.182821395;1.049399713;1.259852288
27/02/2004;0.90776669;0.59135834;0.51942954;0.646693511;0.758164049;0.59825546;0.72004382;0.582122822;0.337867809;1.239507902;1.217776997;0.812275444;1.171825055;1.165587884;1.186506141;1.051999295;1.266168155
01/03/2004;0.914425126;0.595237879;0.525044879;0.660667255;0.761817921;0.603401679;0.726837833;0.588553007;0.342115377;1.241550207;1.226654632;0.814550433;1.173911908;1.164422096;1.18520662;1.049489354;1.265224667
02/03/2004;0.907211821;0.600946631;0.526778402;0.666980266;0.769384818;0.604003576;0.722807486;0.589559267;0.338212098;1.227031631;1.213154;0.805129187;1.154297602;1.163547365;1.184212336;1.050012642;1.260309795
03/03/2004;0.903506085;0.596423852;0.527235712;0.664284823;0.76716674;0.602543976;0.723875848;0.589959691;0.336146363;1.210516788;1.197352317;0.8058605;1.144494391;1.158849101;1.179586193;1.042927958;1.259101484
04/03/2004;0.900731736;0.599197823;0.534456954;0.669391978;0.772254798;0.606275737;0.726082943;0.59478298;0.339246967;1.215850365;1.196514305;0.801277329;1.149850938;1.161510748;1.181931375;1.04563327;1.262169245
05/03/2004;0.90887643;0.596584662;0.533946468;0.676556182;0.770690232;0.60520737;0.728347614;0.593776719;0.338556387;1.239345499;1.213275308;0.798717511;1.171169527;1.170943172;1.191674757;1.05386796;1.28148608
08/03/2004;0.901464957;0.599841063;0.53407409;0.67598872;0.769775959;0.605884504;0.719666375;0.593776719;0.330061251;1.23280822;1.211523067;0.79116891;1.16216716;1.176437356;1.197203009;1.059870059;1.286919206
09/03/2004;0.89647113;0.593247857;0.52323691;0.678400432;0.764035999;0.605538413;0.716768364;0.582122822;0.329486769;1.238244674;1.207404625;0.79839588;1.168884497;1.177805245;1.198485152;1.062170072;1.292885774
10/03/2004;0.878517135;0.596021828;0.518546825;0.673009547;0.768124473;0.60614031;0.704741297;0.584161344;0.324780816;1.219833002;1.183449907;0.798683846;1.154516352;1.175895039;1.196776887;1.060934256;1.291500915
11/03/2004;0.868707833;0.578111624;0.506869472;0.667263997;0.745703861;0.593214573;0.695356347;0.571524588;0.322140598;1.222475593;1.181759082;0.800378355;1.161599254;1.17881419;1.199226332;1.06204672;1.290485289
12/03/2004;0.879825042;0.581207215;0.503732113;0.661873111;0.742405718;0.595607114;0.704050381;0.567244732;0.328109612;1.216635172;1.17789958;0.798578222;1.156504329;1.179150504;1.199530813;1.062537063;1.289171619
15/03/2004;0.863337488;0.56733736;0.49159745;0.67180369;0.733436829;0.590340515;0.695797766;0.550733745;0.322598983;1.22007591;1.1794951;0.801067031;1.162884238;1.180602667;1.200851488;1.063454157;1.2882642
16/03/2004;0.872968439;0.569166573;0.491533639;0.66995944;0.736470992;0.589874045;0.699137196;0.554402564;0.322715081;1.231900215;1.194826129;0.814155526;1.170807196;1.176041737;1.196308455;1.059590411;1.296884685
17/03/2004;0.882777741;0.580101647;0.502764318;0.680457481;0.743329649;0.596615291;0.706820445;0.565817247;0.328109612;1.21717648;1.190245474;0.819232315;1.158821175;1.18021017;1.200772157;1.060096843;1.296975806
18/03/2004;0.879072005;0.569407788;0.494234958;0.682301731;0.731194607;0.588068355;0.707005968;0.556032862;0.326620361;1.235389004;1.205116883;0.832381867;1.18160926;1.180632319;1.201070593;1.060211767;1.290591598
19/03/2004;0.877050694;0.573367732;0.491406018;0.681095875;0.733042469;0.590069662;0.697249971;0.555013601;0.320889547;1.231542441;1.206451858;0.829969421;1.177361546;1.1807361;1.201415118;1.058844171;1.287052092
22/03/2004;0.869639221;0.561407495;0.478633247;0.673577008;0.713258439;0.578543336;0.688434387;0.539932699;0.316878178;1.235281951;1.214626272;0.830165771;1.184446883;1.181772356;1.202680639;1.059790379;1.293433453
23/03/2004;0.865378615;0.561246685;0.480887891;0.67598872;0.718270844;0.577339542;0.687174104;0.544620779;0.314358061;1.228040868;1.214911908;0.830868044;1.179711028;1.180779798;1.20180724;1.059875422;1.294775599
24/03/2004;0.861871047;0.557608361;0.484152871;0.682869193;0.716422983;0.574871764;0.687295654;0.546656701;0.317794948;1.219201876;1.206779583;0.834505467;1.170757641;1.183391506;1.20469414;1.060884455;1.294499386
25/03/2004;0.87001574;0.565769463;0.49396908;0.693934696;0.727766084;0.58254595;0.696431107;0.554199752;0.326506265;1.21545209;1.19193382;0.836121643;1.167410478;1.184387185;1.205397544;1.060797113;1.29218148
26/03/2004;0.871125479;0.570111331;0.492437624;0.703865275;0.729084375;0.582470713;0.696488683;0.554402564;0.325359302;1.207907214;1.191297946;0.836992688;1.158460898;1.183012274;1.203865318;1.059897641;1.282504554
29/03/2004;0.875940955;0.576704537;0.501158416;0.70712818;0.735283081;0.589738619;0.706315052;0.563575913;0.330859922;1.213240386;1.19651628;0.84024775;1.157700658;1.175311364;1.1958642;1.050697589;1.277678904
30/03/2004;0.885552089;0.573689351;0.498467732;0.705993256;0.732382518;0.588745489;0.709085116;0.559907093;0.331662597;1.216278525;1.202067078;0.839097983;1.162458038;1.176129913;1.196616713;1.050718275;1.276653786
31/03/2004;0.880181744;0.575277349;0.497627559;0.70712818;0.733172849;0.586337901;0.708330225;0.560109906;0.330401537;1.22700457;1.209527674;0.852207386;1.17388844;1.178138438;1.199011004;1.052952398;1.283095895
01/04/2004;0.888148086;0.582011264;0.505657069;0.703297813;0.74411998;0.589467765;0.713806379;0.566428283;0.334298811;1.234735715;1.222518114;0.855087562;1.178966696;1.174731592;1.195088265;1.051833038;1.277267908
02/04/2004;0.905903914;0.593107148;0.518483015;0.710462017;0.754012799;0.597006524;0.719160982;0.582531047;0.342663838;1.213512733;1.205820992;0.849274931;1.152789577;1.164687403;1.184741966;1.043109538;1.25422268
05/04/2004;0.910917557;0.599760658;0.522651979;0.719754202;0.756781372;0.598345745;0.722999408;0.585383417;0.345874535;1.199678563;1.195378242;0.84261728;1.139151717;1.162577436;1.18272242;1.039769845;1.246721283
06/04/2004;0.905170693;0.594132311;0.518674447;0.726918406;0.752692898;0.597683658;0.720862684;0.576620893;0.341174587;1.204317121;1.206594689;0.8348816;1.146049264;1.164095925;1.184469218;1.04040346;1.251340959
07/04/2004;0.906102082;0.592222693;0.516302816;0.722165914;0.753352849;0.597141951;0.71928893;0.572952074;0.341518876;1.215246852;1.213005947;0.843382952;1.163769761;1.166635064;1.187409005;1.042952475;1.251997794
08/04/2004;0.906656951;0.593107148;0.518355393;0.726067213;0.758101273;0.598736978;0.717587228;0.576007257;0.34140478;1.2089002;1.208618396;0.836895139;1.159466077;1.166035003;1.186517474;1.043290352;1.248984136
09/04/2004;0.906656951;0.593107148;0.518355393;0.711667873;0.758101273;0.598736978;0.717587228;0.576007257;0.34140478;1.208945301;1.208773083;0.836857873;1.159428667;1.166097428;1.186576405;1.043304143;1.249342928
12/04/2004;0.915911384;0.593107148;0.518355393;0.725145088;0.758101273;0.598736978;0.720357291;0.576007257;0.34323832;1.20559474;1.208927789;0.837611359;1.15785618;1.166033443;1.186505385;1.043073528;1.246439375
13/04/2004;0.901841476;0.59849428;0.521248144;0.729968512;0.759023594;0.603145873;0.710409372;0.57723193;0.338424276;1.189559384;1.195311893;0.82957683;1.13962526;1.159076172;1.179347444;1.035680082;1.235949948
14/04/2004;0.889079475;0.590956315;0.517717286;0.731458099;0.753748819;0.599338875;0.711349786;0.575601632;0.340029625;1.191002449;1.177146255;0.817034718;1.144148436;1.15697713;1.17742234;1.034418982;1.232069685
15/04/2004;0.88444235;0.590091962;0.51425024;0.716420365;0.756649382;0.601144566;0.708394199;0.573154886;0.33372633;1.19204519;1.173935943;0.81583122;1.143142693;1.158541657;1.178782304;1.036945779;1.230411462
16/04/2004;0.890744083;0.594132311;0.52040797;0.719470471;0.757045352;0.605011753;0.71411985;0.577434742;0.333151848;1.201778707;1.188520017;0.818696205;1.152230042;1.162912191;1.183377469;1.039983604;1.235614886
19/04/2004;0.891853823;0.592544313;0.519131756;0.70712818;0.758891604;0.606215547;0.713870352;0.576007257;0.337163217;1.201723788;1.19269273;0.815982893;1.153442985;1.162555588;1.182988369;1.037567135;1.233548513
20/04/2004;0.876852526;0.597449016;0.523364531;0.722165914;0.763112068;0.608743514;0.701779313;0.579065039;0.329484767;1.190480387;1.182296961;0.818546466;1.137604058;1.158703182;1.179209181;1.035588143;1.22979734
21/04/2004;0.879825042;0.592705123;0.521439576;0.72152752;0.761793777;0.606350974;0.706878021;0.576415481;0.332006886;1.18622923;1.168931884;0.811424717;1.135046026;1.157988415;1.178672751;1.035124616;1.228892768
22/04/2004;0.890922434;0.599459139;0.527469685;0.721243789;0.759287575;0.609947308;0.715821552;0.584772381;0.340143721;1.185274046;1.165720008;0.807210334;1.132327652;1.158433974;1.178793637;1.037016266;1.233983239
23/04/2004;0.889812695;0.603479387;0.528884155;0.724861357;0.761265817;0.609541028;0.717523254;0.58192001;0.343352416;1.181421368;1.165210889;0.81134994;1.128163864;1.157243217;1.177513005;1.036813999;1.226928907
26/04/2004;0.88388748;0.599941569;0.531191974;0.727840531;0.771026646;0.610338541;0.716512469;0.581308974;0.34140478;1.184462509;1.178290457;0.815982909;1.131733095;1.156332591;1.176516454;1.034412853;1.228664015
27/04/2004;0.877229045;0.599861164;0.534339968;0.722449645;0.770894656;0.611211292;0.716512469;0.582733859;0.340257817;1.189401956;1.180751111;0.807760619;1.142920612;1.156462123;1.176785424;1.034329342;1.231429936
28/04/2004;0.850575487;0.590132165;0.524257881;0.723017107;0.765618271;0.605402986;0.707383414;0.572338437;0.334184715;1.183450841;1.170939832;0.80709794;1.136415539;1.156133611;1.176670583;1.033105018;1.225618085
29/04/2004;0.843540533;0.584262603;0.513739754;0.723017107;0.763376049;0.60421424;0.701529815;0.563167688;0.32914248;1.193387518;1.172410527;0.805336583;1.148140952;1.157308763;1.177599136;1.034010619;1.2190317
30/04/2004;0.843183831;0.583056529;0.51052795;0.708688699;0.758365253;0.599338875;0.696488683;0.560109906;0.321578126;1.197928274;1.170383847;0.802598877;1.146153369;1.158052401;1.178505022;1.03461895;1.223028712
03/05/2004;0.845205141;0.58876528;0.51431405;0.708688699;0.766936562;0.599338875;0.702726124;0.566225471;0.32421434;1.194674569;1.1713933;0.802234544;1.144171396;1.16001879;1.18047017;1.034389102;1.222951828
04/05/2004;0.867974612;0.587720016;0.511687178;0.708688699;0.769574755;0.606682017;0.702412653;0.564595174;0.325245206;1.207809812;1.184352476;0.806177177;1.158944021;1.159312607;1.179789432;1.037389386;1.219172179
05/05/2004;0.869639221;0.593107148;0.517972529;0.708688699;0.776169431;0.609541028;0.706500576;0.5717274;0.32822571;1.21195235;1.181202849;0.815117645;1.16298548;1.159050421;1.17977961;1.03710514;1.216585654
06/05/2004;0.867598094;0.58080519;0.499488703;0.697835995;0.769442765;0.602679403;0.700838898;0.555013601;0.325245206;1.20709979;1.184784813;0.807903268;1.156967938;1.155242494;1.17577754;1.032223167;1.213756138
07/05/2004;0.848910878;0.577689498;0.497244695;0.690671791;0.767596513;0.600407242;0.68981622;0.553588715;0.322264702;1.190353163;1.17952267;0.791085079;1.143042482;1.147888824;1.168364228;1.025513136;1.199103591
10/05/2004;0.836148877;0.5647443;0.488066592;0.64300501;0.74425197;0.586804371;0.682196946;0.542376845;0.319858681;1.184997967;1.173399259;0.778937557;1.142122221;1.147763194;1.168295475;1.025140782;1.197677917
11/05/2004;0.842985663;0.57399087;0.492692866;0.652013465;0.754144789;0.594207703;0.687737073;0.548084186;0.324556628;1.180141845;1.160008117;0.778488229;1.138579258;1.148522438;1.169186251;1.027394059;1.199171932
12/05/2004;0.8437387;0.567397664;0.482164105;0.672654883;0.74425197;0.589136722;0.691831393;0.536058467;0.325245206;1.189279674;1.172778126;0.782128209;1.149636745;1.145371534;1.166256285;1.024611365;1.196665138
13/05/2004;0.838170187;0.575196944;0.4907041;0.654070513;0.752428918;0.59440332;0.688747858;0.547064925;0.323067377;1.183322781;1.164999315;0.774326067;1.142871656;1.143792181;1.164517043;1.022564185;1.191834743
14/05/2004;0.839834796;0.57366925;0.490119169;0.654992638;0.749924325;0.591935542;0.689310827;0.545434628;0.320889547;1.185162997;1.162903858;0.773678086;1.14405944;1.146566194;1.167615493;1.026873836;1.19790762
17/05/2004;0.831888271;0.56603078;0.481972673;0.631939508;0.739241175;0.588279018;0.683457229;0.536874916;0.317794948;1.199398668;1.168078304;0.775808991;1.159463024;1.150398311;1.171688583;1.030282483;1.20584754
18/05/2004;0.833374529;0.570131432;0.485439719;0.643927136;0.742405718;0.588941105;0.686540764;0.540338323;0.320431162;1.195740817;1.169946982;0.774446341;1.157340485;1.148012114;1.169330558;1.026204979;1.202756999
19/05/2004;0.837991836;0.582172074;0.496415156;0.66158938;0.752428918;0.596073584;0.684340067;0.551550193;0.319972777;1.203079597;1.17843193;0.785818555;1.164097815;1.14463804;1.166195087;1.02145172;1.198551166
20/05/2004;0.830402013;0.576563829;0.492756677;0.66158938;0.752428918;0.591213266;0.686732685;0.546656701;0.321347932;1.192421968;1.171180889;0.781752839;1.15275889;1.146231439;1.167501407;1.021813348;1.207353895
21/05/2004;0.838546706;0.576403019;0.491469828;0.673293277;0.747286133;0.591469072;0.687928994;0.544620779;0.322839185;1.201559585;1.184029723;0.789980441;1.162273242;1.14755407;1.168772973;1.022268447;1.203421427
24/05/2004;0.838546706;0.582935921;0.49538355;0.677194576;0.749132385;0.591544309;0.690507137;0.551550193;0.325015013;1.19610004;1.184714356;0.786010816;1.1551752;1.144784739;1.165839985;1.019558538;1.205222977
25/05/2004;0.855014444;0.579699622;0.497372316;0.670314104;0.74451595;0.590205089;0.700461453;0.555013601;0.331434405;1.210236695;1.197635659;0.78859632;1.169684293;1.146336001;1.167391099;1.021559749;1.20671984
26/05/2004;0.848356008;0.588343154;0.498340111;0.67570499;0.748472434;0.59247725;0.702726124;0.55684931;0.333610233;1.209176757;1.200241793;0.792863185;1.166695623;1.14920053;1.170692033;1.025077191;1.211554032
27/05/2004;0.853171484;0.591639758;0.502126211;0.674499133;0.751770577;0.594613984;0.706941995;0.559296057;0.336246447;1.22631329;1.214222023;0.798654999;1.187926819;1.153319022;1.174521085;1.02655588;1.219524326
28/05/2004;0.852418446;0.587699915;0.503274803;0.687054223;0.740955436;0.590280326;0.705432214;0.55868242;0.336246447;1.22115215;1.213189741;0.800563777;1.183805966;1.149941047;1.170970825;1.021939764;1.213568199
31/05/2004;0.857610441;0.590272873;0.504625463;0.684075049;0.740955436;0.590280326;0.706187104;0.56051813;0.33647664;1.221190227;1.213349706;0.80052059;1.183757686;1.149621899;1.170669366;1.021692295;1.213573894
01/06/2004;0.856124183;0.583257541;0.497117073;0.687054223;0.736734972;0.590069662;0.706065554;0.553588715;0.336704832;1.222228376;1.216091241;0.80484682;1.185978029;1.146063672;1.16697631;1.018527287;1.209070968
02/06/2004;0.853904704;0.58729789;0.503466235;0.682585462;0.74425197;0.591739926;0.708643697;0.559090645;0.335902158;1.227466278;1.220157044;0.802721247;1.194419046;1.144963431;1.166181487;1.01748914;1.206838488
03/06/2004;0.849644098;0.587860725;0.503732113;0.672654883;0.74491192;0.591408883;0.702035208;0.55868242;0.330745826;1.224502965;1.219319843;0.79588915;1.191396601;1.145481558;1.16645348;1.017747336;1.208553663
04/06/2004;0.852418446;0.595036867;0.511102246;0.675350326;0.751110627;0.59486979;0.707261863;0.56520621;0.333840426;1.224239042;1.216367021;0.794130171;1.19172955;1.144267391;1.165212891;1.016962788;1.203084467
07/06/2004;0.86056314;0.599720455;0.516685681;0.69010433;0.757705303;0.599007831;0.718028647;0.571321776;0.341747068;1.231174879;1.215797149;0.805620639;1.198122137;1.144774595;1.165765187;1.01789214;1.204112433
08/06/2004;0.860939658;0.599479241;0.516302816;0.693083503;0.75480313;0.601340182;0.719160982;0.570302515;0.342091357;1.226808407;1.21555871;0.805831253;1.197008187;1.147238823;1.168262231;1.019633622;1.203664418
09/06/2004;0.850952005;0.595278082;0.512282744;0.691310186;0.753748819;0.598752025;0.712482122;0.566222871;0.337279315;1.209439106;1.210683987;0.8093604;1.184162562;1.144446083;1.16578332;1.015179933;1.199853446
10/06/2004;0.854637925;0.597127396;0.51572852;0.697552264;0.747812483;0.597819085;0.715693605;0.570302515;0.339685336;1.209569838;1.212495238;0.808277067;1.190094461;1.14438756;1.165446351;1.018198604;1.201758457
11/06/2004;0.857055571;0.597046991;0.515026603;0.695778946;0.751110627;0.598947642;0.715693605;0.569486066;0.339685336;1.201398606;1.204303994;0.802615796;1.178050781;1.142366549;1.163279476;1.016323044;1.202167556
14/06/2004;0.849465747;0.58794113;0.504816895;0.693650965;0.740952217;0.592702961;0.708957168;0.559901893;0.334985388;1.208827076;1.204393951;0.797066848;1.182596858;1.142396201;1.163430583;1.015166908;1.195153089
15/06/2004;0.862980786;0.595197677;0.515345656;0.692161378;0.749394755;0.594689221;0.71411985;0.571524588;0.339341046;1.208155239;1.205679058;0.803352939;1.180099259;1.148268837;1.169361535;1.021651688;1.212097914
16/06/2004;0.864268876;0.599479241;0.513686579;0.697268533;0.752824888;0.598947642;0.713678431;0.572135625;0.33865447;1.201382928;1.211071957;0.804034335;1.170645504;1.146584921;1.167910152;1.018493576;1.208187278
17/06/2004;0.875386085;0.600685315;0.51285704;0.699963976;0.751900958;0.598616598;0.712795593;0.573768523;0.33579807;1.203912901;1.215140459;0.807879069;1.182249124;1.146102688;1.16713195;1.016637936;1.211938451
18/06/2004;0.871125479;0.604404044;0.512218933;0.693083503;0.750582666;0.599820392;0.714311771;0.575196008;0.335453781;1.213045033;1.218746257;0.812469415;1.194185623;1.149635945;1.170799319;1.020953716;1.21082411
21/06/2004;0.87130383;0.603921614;0.512155123;0.699396514;0.75427517;0.599474302;0.711285813;0.575196008;0.333169863;1.209873161;1.213335483;0.814553243;1.189062816;1.149738946;1.170778164;1.020825768;1.21261427
22/06/2004;0.877605564;0.597147497;0.505518812;0.696062677;0.747284523;0.595351307;0.71487474;0.569283254;0.338081989;1.209701418;1.207193146;0.810917054;1.186445644;1.148123698;1.169252738;1.019654309;1.211463859
23/06/2004;0.88315426;0.6004441;0.508326482;0.694005629;0.744910311;0.597081761;0.720670763;0.572543849;0.341967252;1.20963008;1.206621124;0.813853736;1.184027854;1.148080001;1.169562507;1.021695359;1.212147272
24/06/2004;0.876872343;0.606735788;0.513367525;0.702659419;0.747548503;0.599745155;0.718911484;0.575601632;0.341280676;1.218361963;1.207904181;0.825509065;1.195039196;1.15493427;1.176329836;1.026742057;1.217421885
25/06/2004;0.874831215;0.604404044;0.513686579;0.704149006;0.749394755;0.598812215;0.715066662;0.573768523;0.344022979;1.214387845;1.208257893;0.820171725;1.186482838;1.152360018;1.173656753;1.024419825;1.21754338
28/06/2004;0.870392259;0.608665507;0.522492452;0.710178286;0.752164938;0.602137695;0.712923541;0.578662015;0.341280676;1.219717432;1.213455957;0.819360066;1.189856278;1.148231382;1.169542108;1.021232599;1.209162089
29/06/2004;0.875009566;0.606012143;0.522364831;0.711100411;0.749658735;0.600738285;0.715444107;0.577437342;0.344481364;1.21234063;1.199678156;0.815451757;1.175474407;1.14805269;1.169121275;1.021237962;1.213391651
30/06/2004;0.875564436;0.60303716;0.521726724;0.714363316;0.743326429;0.594689221;0.718342118;0.574379559;0.347565955;1.217368523;1.203551092;0.809795142;1.18452712;1.152761879;1.174211316;1.026369703;1.220904439
01/07/2004;0.875564436;0.600363695;0.51572852;0.710462017;0.742008138;0.59089727;0.709398587;0.569894291;0.341394772;1.216492868;1.204897338;0.816780672;1.18390941;1.152482527;1.173887947;1.027039327;1.225968333
02/07/2004;0.869282519;0.595861018;0.514579928;0.705071131;0.740161886;0.586849513;0.709142692;0.569486066;0.340025622;1.230826857;1.213283338;0.814244802;1.20345202;1.158362966;1.179703301;1.031269298;1.235700312
05/07/2004;0.86946087;0.594976563;0.513239904;0.691593916;0.739369946;0.586187427;0.708202278;0.569688879;0.340139717;1.228052432;1.213638096;0.809197458;1.198636276;1.15777617;1.179070163;1.030162196;1.235801875
06/07/2004;0.866864873;0.590936214;0.505391191;0.687976348;0.731983329;0.581658152;0.702342282;0.563776125;0.332140998;1.228079326;1.221496118;0.808702478;1.199360795;1.158060204;1.179385977;1.029913194;1.23459831
07/07/2004;0.867796261;0.590453784;0.50622073;0.681663337;0.731059398;0.579732082;0.704293481;0.565814647;0.332255094;1.23711279;1.231281759;0.814617104;1.207411024;1.159648922;1.181342813;1.031411037;1.235241857
08/07/2004;0.860384789;0.592061884;0.501626361;0.678045769;0.735675832;0.582455666;0.699636192;0.565409023;0.32871412;1.240941988;1.233825055;0.812505515;1.211698694;1.16049244;1.182087015;1.032050781;1.235650006
09/07/2004;0.866131653;0.591820669;0.501052065;0.687976348;0.731983329;0.584517163;0.700954051;0.566222871;0.329512791;1.239768249;1.23125876;0.816095167;1.209373238;1.160204504;1.181842222;1.030316194;1.236547933
12/07/2004;0.86056314;0.58924771;0.498499638;0.696701071;0.729739497;0.580589785;0.701331496;0.5633679;0.327685256;1.241596833;1.238192075;0.816232183;1.211395061;1.161468612;1.183251295;1.031096912;1.238685495
13/07/2004;0.868351131;0.59005176;0.500541579;0.698190658;0.728157225;0.578799142;0.701836889;0.563981537;0.327685256;1.233317754;1.233499575;0.809262274;1.199002748;1.157556902;1.179366333;1.026378897;1.235300706
14/07/2004;0.867598094;0.58876528;0.498627259;0.688260079;0.731455368;0.581327109;0.700013637;0.562348639;0.324258377;1.239949444;1.233324495;0.80965537;1.207051997;1.158094538;1.180178533;1.02764536;1.235077648
15/07/2004;0.860384789;0.582393188;0.494734808;0.689182204;0.721956909;0.577866201;0.695036479;0.555416625;0.323115417;1.238174314;1.231417968;0.806129888;1.201425855;1.158838957;1.180608433;1.026973437;1.235118463
16/07/2004;0.856679052;0.581910758;0.491150775;0.688898473;0.720242648;0.577008498;0.694659033;0.552561654;0.319344249;1.245605838;1.245066789;0.812756238;1.21019819;1.16440649;1.186295346;1.032810812;1.247335404
19/07/2004;0.861871047;0.579739824;0.48687546;0.688898473;0.717472465;0.574736337;0.692074494;0.54848461;0.31877377;1.243330013;1.243828654;0.815820674;1.206110008;1.163641003;1.185438569;1.031863072;1.247437916
20/07/2004;0.866686522;0.581589138;0.492501434;0.681095875;0.725915003;0.577068688;0.700455056;0.553378103;0.326200008;1.238852168;1.232484191;0.81482734;1.197872315;1.16251189;1.184325666;1.031586488;1.239426807
21/07/2004;0.867419743;0.586172221;0.493841458;0.691310186;0.73396157;0.581853769;0.686969388;0.553786327;0.316830137;1.223564602;1.220538632;0.802698396;1.180649695;1.15625456;1.178095522;1.024445108;1.23585408
22/07/2004;0.864467044;0.576041196;0.488406916;0.686486761;0.72314482;0.572750078;0.688926985;0.5466489;0.321171784;1.228293225;1.228540767;0.805980597;1.189502424;1.160146761;1.181791601;1.026802583;1.238414977
23/07/2004;0.862782618;0.575558767;0.485280193;0.68017375;0.72327681;0.575067381;0.683757905;0.543385705;0.314888506;1.212903262;1.219253644;0.800700522;1.17316534;1.160028934;1.18176969;1.025156105;1.241325174
26/07/2004;0.852616614;0.569528395;0.480877256;0.67570499;0.718790756;0.569153743;0.682120177;0.537270139;0.313745546;1.216330402;1.224399478;0.802322296;1.174229051;1.158316927;1.179980583;1.023204695;1.237730616
27/07/2004;0.854637925;0.574593907;0.489427887;0.669108248;0.725123062;0.573547591;0.688172095;0.545835052;0.317744906;1.207946199;1.213779808;0.795758876;1.163028275;1.157173769;1.178771726;1.021831736;1.226396415
28/07/2004;0.85687722;0.576443221;0.486747838;0.678045769;0.727761255;0.578272482;0.69005932;0.542571856;0.31648785;1.205166369;1.212605414;0.789937185;1.161062448;1.155508581;1.177330921;1.020699351;1.227258274
29/07/2004;0.869282519;0.587056675;0.498308206;0.672371152;0.734093561;0.585976763;0.693021305;0.554397364;0.320259018;1.208191515;1.208571552;0.787804785;1.162923492;1.158452702;1.180143023;1.021663947;1.228512145
30/07/2004;0.868906001;0.588202446;0.498372016;0.683791318;0.73369759;0.58657866;0.693584274;0.553786327;0.320487209;1.20520976;1.210258624;0.791675306;1.158417026;1.163387401;1.185345638;1.027653788;1.2383305
02/08/2004;0.868906001;0.583760072;0.495819589;0.681095875;0.730927408;0.58558553;0.696360735;0.552561654;0.321516074;1.204830799;1.215739012;0.79619479;1.159815317;1.164664774;1.186782667;1.027471441;1.240485147
03/08/2004;0.870194091;0.588282851;0.49403289;0.674499133;0.737391704;0.587376173;0.691191656;0.552561654;0.315002602;1.207554959;1.213566258;0.797472979;1.160580797;1.165406071;1.187486825;1.027755687;1.243500703
04/08/2004;0.860384789;0.581428328;0.490959343;0.669391978;0.729345136;0.585510293;0.690942158;0.550114908;0.315116698;1.206875397;1.214589135;0.792726442;1.161983839;1.166418917;1.188874744;1.028571647;1.243054587
05/08/2004;0.84926758;0.584001287;0.487513566;0.670243171;0.727365284;0.586307806;0.679350114;0.545835052;0.309403899;1.205995318;1.21334439;0.790896898;1.160838565;1.169110217;1.191478318;1.035201232;1.24584044
